Date,Time,Sender,Receiver,Amount,Payment Type,Sender Bank Location,Receiver Bank Location,Payment Currency,Receiver Currency,Is Suspicious,Type
2023-06-02,00:00:00,ACC01014959,ACC01014961,8164.33,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-11-14,00:00:00,ACC01012025,ACC01012027,2933.82,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-02-23,00:00:00,ACC01015409,ACC01015417,9054.49,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-02-16,00:00:00,ACC01011809,ACC01011811,7487.32,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-31,12:00:00,ACC01011167,ACC01011168,869.6779610997802,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-02-23,00:00:00,ACC01015265,ACC01015273,9324.53,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-01,13:00:00,ACC01010343,ACC01010344,9841.58221475197,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-02-12,00:00:00,ACC01012205,ACC01012210,6485.68,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-01-31,19:00:00,ACC01009761,ACC01009762,4634.24365970662,Debit Card,France,France,EUR,EUR,0,Periodical
2023-01-01,22:00:00,ACC01010705,ACC01010706,7676.548156690803,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-10-06,00:00:00,ACC01012268,ACC01012273,9271.07,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-12-28,19:51:00,ACC01006005,ACC01006006,3860.23,Debit Card,Netherlands,Spain,EUR,EUR,0,Single Transaction
2023-04-24,00:00:00,ACC01015481,ACC01015482,5877.37,ACH,France,France,EUR,EUR,0,Normal Group
2023-03-02,01:00:00,ACC01010461,ACC01010462,4904.242771653587,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-11-03,00:00:00,ACC01013015,ACC01013017,1073.71,Debit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-02-14,00:00:00,ACC01013879,ACC01013886,6042.07,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-01-31,04:00:00,ACC01010091,ACC01010092,9286.742093916533,ACH,United States,United States,USD,USD,0,Periodical
2023-12-30,05:00:00,ACC01000030,ACC01000024,68739.07,Cheque,Mexico,United States,MXN,USD,1,Fan-In
2023-09-03,00:00:00,ACC01014833,ACC01014835,5286.45,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-04-27,00:00:00,ACC01012556,ACC01012558,6089.52,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-05-01,10:00:00,ACC01011105,ACC01011106,9199.094866668709,ACH,United States,United States,USD,USD,0,Periodical
2023-01-06,20:15:00,ACC01006001,ACC01006002,2680.91,ACH,Spain,Japan,EUR,JPY,0,Single Transaction
2023-05-17,00:00:00,ACC01012448,ACC01012452,9577.41,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-01,08:00:00,ACC01011079,ACC01011080,852.8786318516679,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-08-22,00:00:00,ACC01013708,ACC01013709,2591.99,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-09,00:00:00,ACC01015571,ACC01015577,6261.71,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-08-29,15:00:00,ACC01011333,ACC01011334,5074.424731807598,Debit Card,France,France,EUR,EUR,0,Periodical
2023-10-12,00:00:00,ACC01012457,ACC01012459,9304.91,Cash,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-31,19:00:00,ACC01009855,ACC01009856,1003.1884646840027,ACH,United States,United States,USD,USD,0,Periodical
2023-09-29,00:00:00,ACC01013357,ACC01013360,8333.01,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-02-18,00:00:00,ACC01015013,ACC01015014,8468.44,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-10-01,00:00:00,ACC01011593,ACC01011594,461.27,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-06-30,07:00:00,ACC01011357,ACC01011358,8031.27915170647,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-06-30,11:00:00,ACC01010303,ACC01010304,3966.5669788262126,Debit Card,France,France,EUR,EUR,0,Periodical
2023-05-01,14:00:00,ACC01011497,ACC01011498,2182.8379115742746,ACH,United States,United States,USD,USD,0,Periodical
2023-05-17,00:00:00,ACC01012763,ACC01012765,6465.62,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-27,00:00:00,ACC01012421,ACC01012422,2208.33,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-29,00:00:00,ACC01014680,ACC01014681,379.02,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-06-30,09:00:00,ACC01009717,ACC01009718,1164.2963233082187,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-09-15,11:53:00,ACC01004265,ACC01004266,2315.58,Debit Card,United States,Germany,USD,EUR,0,Single Transaction
2023-06-15,00:00:00,ACC01015004,ACC01015006,6442.0,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-01-01,23:00:00,ACC01011305,ACC01011306,443.7217395885514,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-11-30,08:35:00,ACC01002983,ACC01002984,625.19,Cheque,Canada,Spain,CAD,EUR,0,Single Transaction
2023-02-19,00:00:00,ACC01013186,ACC01013187,4022.47,Cash,United States,United States,USD,USD,0,Normal Group
2023-11-13,00:00:00,ACC01012376,ACC01012378,9633.75,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-31,22:00:00,ACC01010041,ACC01010042,3368.7957793153146,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-01-31,04:00:00,ACC01011543,ACC01011544,759.9105920986635,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-04-22,00:00:00,ACC01014941,ACC01014945,3029.61,Cash,Japan,Japan,JPY,JPY,0,Normal Group
2023-08-11,00:00:00,ACC01013168,ACC01013171,8121.61,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-25,17:12:00,ACC01002987,ACC01002988,3646.64,ACH,United Kingdom,Canada,GBP,CAD,0,Single Transaction
2023-05-01,22:00:00,ACC01010545,ACC01010546,8714.417980953702,Debit Card,United States,United States,USD,USD,0,Periodical
2023-08-01,21:20:00,ACC01001967,ACC01001968,3773.7,Cash,United States,United States,USD,USD,0,Single Transaction
2024-01-04,00:00:00,ACC01012484,ACC01012491,5641.48,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-11-04,09:45:00,ACC01006245,ACC01006246,3451.14,Cheque,Spain,Spain,EUR,EUR,0,Single Transaction
2023-05-01,08:00:00,ACC01010363,ACC01010364,2757.187341401071,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-05-09,00:00:00,ACC01013546,ACC01013547,5383.85,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-02-08,00:00:00,ACC01012349,ACC01012357,7611.59,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-21,15:21:00,ACC01006895,ACC01006896,749.19,ACH,United States,France,USD,EUR,0,Single Transaction
2023-10-18,00:00:00,ACC01012061,ACC01012068,4824.36,Cheque,Italy,Italy,EUR,EUR,0,Normal Group
2023-01-31,02:00:00,ACC01011001,ACC01011002,5145.663876978805,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-12-04,00:00:00,ACC01013096,ACC01013097,7489.76,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-01,20:00:00,ACC01010131,ACC01010132,1505.8411255496433,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-01-31,09:00:00,ACC01010051,ACC01010052,4622.9453191928005,Debit Card,France,France,EUR,EUR,0,Periodical
2023-11-13,00:00:00,ACC01011899,ACC01011901,3304.01,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-14,00:00:00,ACC01015175,ACC01015177,6597.14,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-14,05:24:00,ACC01005229,ACC01005230,2506.79,Cross-border,Spain,United States,EUR,USD,0,Single Transaction
2023-01-02,00:00:00,ACC01011980,ACC01011985,8460.87,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-04-12,00:00:00,ACC01012412,ACC01012416,7446.9,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-18,00:00:00,ACC01013303,ACC01013306,5067.49,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-01,18:00:00,ACC01011129,ACC01011130,5735.21870176392,Debit Card,United States,United States,USD,USD,0,Periodical
2023-03-31,00:00:00,ACC01014878,ACC01014885,8891.4,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-11-01,00:00:00,ACC01013618,ACC01013621,7286.32,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-04-18,09:30:00,ACC01003611,ACC01003612,4933.57,Debit Card,France,Netherlands,EUR,EUR,0,Single Transaction
2023-05-01,06:00:00,ACC01009861,ACC01009862,5082.066501511678,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-08-29,20:00:00,ACC01010455,ACC01010456,7555.410298862125,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-12-13,00:00:00,ACC01013726,ACC01013729,9962.84,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-05-14,00:00:00,ACC01014491,ACC01014496,8076.6,Credit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-24,15:55:00,ACC01000671,ACC01000672,197.61,Debit Card,Spain,Canada,EUR,CAD,0,Single Transaction
2023-05-18,00:00:00,ACC01014095,ACC01014097,1637.86,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-09,00:00:00,ACC01013213,ACC01013216,4016.34,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-04,14:06:00,ACC01009515,ACC01009516,685.94,Debit Card,Australia,Japan,AUD,JPY,0,Single Transaction
2023-09-23,00:00:00,ACC01015040,ACC01015048,7653.7,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-09-26,00:00:00,ACC01015688,ACC01015689,9217.78,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-31,22:00:00,ACC01010629,ACC01010630,661.7207439708267,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-09-30,23:56:00,ACC01005471,ACC01005472,1733.27,Cheque,Japan,Netherlands,JPY,EUR,0,Single Transaction
2023-12-10,05:26:00,ACC01004209,ACC01004210,3942.3,Cheque,Spain,Italy,EUR,EUR,0,Single Transaction
2023-11-09,20:58:00,ACC01006693,ACC01006694,1700.62,ACH,Italy,Germany,EUR,EUR,0,Single Transaction
2023-07-30,21:00:00,ACC01011409,ACC01011410,10013.174299076223,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-07-17,00:00:00,ACC01015301,ACC01015303,1649.35,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-31,18:00:00,ACC01010153,ACC01010154,4910.080872891712,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-05-01,05:00:00,ACC01010559,ACC01010560,346.6897877062028,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-08-29,16:00:00,ACC01010281,ACC01010282,981.841667100723,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-02-07,06:55:00,ACC01008363,ACC01008364,2771.47,Debit Card,United States,United Kingdom,USD,GBP,0,Single Transaction
2023-08-04,21:59:00,ACC01007337,ACC01007338,4235.14,Cash,Australia,Italy,AUD,EUR,0,Single Transaction
2023-07-21,00:00:00,ACC01014959,ACC01014961,1393.3,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-04-08,00:00:00,ACC01014599,ACC01014602,3024.72,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-11-08,00:00:00,ACC01013537,ACC01013544,8180.65,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-01-31,23:00:00,ACC01010573,ACC01010574,8295.010563557806,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-05-06,00:00:00,ACC01014392,ACC01014393,2117.84,Cash,United States,United States,USD,USD,0,Normal Group
2023-04-18,00:00:00,ACC01013546,ACC01013548,8998.52,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-16,00:00:00,ACC01015427,ACC01015435,5028.84,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-31,03:00:00,ACC01011119,ACC01011120,6662.933451265237,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-03-12,00:00:00,ACC01012655,ACC01012656,6361.11,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-09-08,14:10:00,ACC01001289,ACC01001290,2995.14,Cheque,Germany,Spain,EUR,EUR,0,Single Transaction
2023-04-01,19:00:00,ACC01010707,ACC01010708,565.4219537294724,ACH,United States,United States,USD,USD,0,Periodical
2024-01-05,00:00:00,ACC01015670,ACC01015671,7176.06,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-02,23:00:00,ACC01009779,ACC01009780,4703.893185147269,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-03-31,00:00:00,ACC01012034,ACC01012037,2399.98,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-31,23:00:00,ACC01010959,ACC01010960,7201.927107050266,Debit Card,France,France,EUR,EUR,0,Periodical
2023-05-16,12:47:00,ACC01006279,ACC01006280,2955.66,Credit Card,Netherlands,Spain,EUR,EUR,0,Single Transaction
2023-01-31,18:00:00,ACC01010219,ACC01010220,3830.0734003515245,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-10-28,18:00:00,ACC01011409,ACC01011410,9488.869126783386,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-02-17,08:07:00,ACC01001667,ACC01001668,4780.68,Cash,France,Spain,EUR,EUR,0,Single Transaction
2023-05-01,19:00:00,ACC01010487,ACC01010488,7494.110344894124,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-05-31,09:00:00,ACC01011071,ACC01011072,8380.214649799958,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-08-07,00:00:00,ACC01013402,ACC01013405,4496.23,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-06-28,15:12:00,ACC01006771,ACC01006772,1093.95,Cross-border,Netherlands,France,EUR,EUR,0,Single Transaction
2023-10-11,00:00:00,ACC01014149,ACC01014156,8318.65,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-04-01,09:00:00,ACC01010797,ACC01010798,2045.1566858974059,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-05-07,00:00:00,ACC01012340,ACC01012343,4740.38,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-08-24,00:00:00,ACC01012133,ACC01012135,1986.87,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-10-21,14:57:00,ACC01002539,ACC01002540,4114.25,Credit Card,Italy,Spain,EUR,EUR,0,Single Transaction
2023-01-01,14:00:00,ACC01010303,ACC01010304,4215.569213412277,Debit Card,France,France,EUR,EUR,0,Periodical
2023-04-03,10:15:00,ACC01008211,ACC01008212,4966.93,Credit Card,Spain,Netherlands,EUR,EUR,0,Single Transaction
2023-01-01,11:52:00,ACC01002897,ACC01002898,1697.04,Cross-border,Australia,Canada,AUD,CAD,0,Single Transaction
2023-05-26,00:00:00,ACC01012052,ACC01012053,5511.71,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-10-14,00:00:00,ACC01013996,ACC01013998,1342.49,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-06-03,00:00:00,ACC01012745,ACC01012748,2817.05,Cash,France,France,EUR,EUR,0,Normal Group
2023-07-30,03:00:00,ACC01011029,ACC01011030,3293.5403330504223,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-04-08,00:00:00,ACC01012124,ACC01012125,4980.54,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-06-18,00:00:00,ACC01011800,ACC01011802,9251.3,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-09-28,04:00:00,ACC01010865,ACC01010866,4658.855086434854,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-03-20,00:00:00,ACC01011881,ACC01011886,6457.42,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-28,00:00:00,ACC01012457,ACC01012461,6521.35,Cash,Canada,Canada,CAD,CAD,0,Normal Group
2023-06-30,06:00:00,ACC01010275,ACC01010276,540.1165529683993,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-06-30,00:00:00,ACC01010523,ACC01010524,1788.721221116554,ACH,Germany,Germany,EUR,EUR,0,Periodical
2024-01-06,00:00:00,ACC01012439,ACC01012441,8923.47,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-07-08,00:00:00,ACC01014212,ACC01014213,9650.38,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-04-01,01:00:00,ACC01010693,ACC01010694,4390.472279024761,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-06-10,00:00:00,ACC01012088,ACC01012091,8372.4,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-29,12:00:00,ACC01010591,ACC01010592,5442.286371539952,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-07-23,01:42:00,ACC01003673,ACC01003674,4833.44,Cheque,France,Spain,EUR,EUR,0,Single Transaction
2023-12-29,13:30:00,ACC01009601,ACC01009602,1667.55,Cheque,United Kingdom,Japan,GBP,JPY,0,Single Transaction
2024-01-25,00:00:00,ACC01013735,ACC01013738,7844.67,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-01,14:00:00,ACC01011019,ACC01011020,4579.181471493656,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-11-28,21:15:00,ACC01007785,ACC01007786,4255.5,Cash,United States,Netherlands,USD,EUR,0,Single Transaction
2023-05-04,20:59:00,ACC01006697,ACC01006698,1291.28,Debit Card,France,Spain,EUR,EUR,0,Single Transaction
2023-12-09,00:00:00,ACC01014545,ACC01014547,9656.98,Cross-border,Italy,Italy,EUR,EUR,0,Normal Group
2023-05-02,09:46:00,ACC01002173,ACC01002174,3664.75,Cheque,Spain,Japan,EUR,JPY,0,Single Transaction
2023-03-12,00:00:00,ACC01012655,ACC01012658,2163.01,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-31,21:00:00,ACC01010625,ACC01010626,4896.913310659325,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-02-21,14:45:00,ACC01005845,ACC01005846,2573.03,Cross-border,United Kingdom,Italy,GBP,EUR,0,Single Transaction
2023-03-02,12:00:00,ACC01010717,ACC01010718,2441.1208991622766,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-04-04,00:00:00,ACC01013087,ACC01013094,1443.16,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-08-05,00:00:00,ACC01014212,ACC01014215,9660.15,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-01,00:00:00,ACC01010853,ACC01010854,5044.5705805148855,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-01-01,23:00:00,ACC01009981,ACC01009982,1684.4763006060298,ACH,France,France,EUR,EUR,0,Periodical
2023-11-08,00:00:00,ACC01012691,ACC01012693,6805.65,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-06-22,00:00:00,ACC01015058,ACC01015061,6782.26,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-24,02:44:00,ACC01008993,ACC01008994,282.07,ACH,Italy,France,EUR,EUR,0,Single Transaction
2023-12-16,00:00:00,ACC01012439,ACC01012442,2034.56,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-10-07,00:00:00,ACC01011944,ACC01011945,1594.45,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-18,00:00:00,ACC01012565,ACC01012566,5680.58,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-05-29,00:00:00,ACC01013231,ACC01013233,8532.22,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-03-13,00:00:00,ACC01012835,ACC01012838,5093.47,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-30,23:00:00,ACC01010941,ACC01010942,103.15071148558825,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-06-30,19:00:00,ACC01010659,ACC01010660,1088.875266375754,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-07-30,22:00:00,ACC01011417,ACC01011418,4392.737324192597,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-04-01,20:00:00,ACC01009723,ACC01009724,6696.042255408002,Debit Card,France,France,EUR,EUR,0,Periodical
2023-03-02,13:00:00,ACC01009689,ACC01009690,4837.7822856038,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-07-22,02:30:00,ACC01007425,ACC01007426,4167.72,Cross-border,Australia,Spain,AUD,EUR,0,Single Transaction
2023-05-13,22:08:00,ACC01004385,ACC01004386,3875.52,Credit Card,Italy,France,EUR,EUR,0,Single Transaction
2023-06-08,01:55:00,ACC01002235,ACC01002236,1872.47,ACH,United States,United States,USD,USD,0,Single Transaction
2023-05-14,00:00:00,ACC01011908,ACC01011911,3637.74,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-22,07:21:00,ACC01007009,ACC01007010,3628.23,Credit Card,Canada,Netherlands,CAD,EUR,0,Single Transaction
2023-10-12,00:00:00,ACC01013456,ACC01013458,6720.61,ACH,United States,United States,USD,USD,0,Normal Group
2023-06-08,00:00:00,ACC01013717,ACC01013725,6227.07,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-01-01,15:00:00,ACC01011029,ACC01011030,3230.0677381174455,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-10-07,00:00:00,ACC01014239,ACC01014241,2916.59,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-11-05,00:00:00,ACC01013105,ACC01013108,4659.5,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-16,21:19:00,ACC01003121,ACC01003122,744.66,Credit Card,United States,France,USD,EUR,0,Single Transaction
2023-01-31,07:00:00,ACC01010925,ACC01010926,3056.8595686736003,Debit Card,France,France,EUR,EUR,0,Periodical
2023-12-17,00:00:00,ACC01013771,ACC01013772,2447.62,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-02-19,20:20:00,ACC01001487,ACC01001488,1346.21,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Single Transaction
2023-12-29,15:40:00,ACC01005757,ACC01005758,1597.76,Debit Card,Germany,Japan,EUR,JPY,0,Single Transaction
2023-09-28,21:00:00,ACC01010259,ACC01010260,7394.589003472117,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-02-04,00:00:00,ACC01013393,ACC01013395,6356.78,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-26,18:49:00,ACC01003985,ACC01003986,4728.02,Debit Card,Australia,Netherlands,AUD,EUR,0,Single Transaction
2023-10-28,00:00:00,ACC01011944,ACC01011945,9867.47,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-01-31,22:00:00,ACC01010017,ACC01010018,7094.55674534693,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-01-28,09:46:00,ACC01005929,ACC01005930,4055.55,Cash,Netherlands,Canada,EUR,CAD,0,Single Transaction
2023-02-12,00:00:00,ACC01015121,ACC01015124,4035.6,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-28,10:00:00,ACC01010673,ACC01010674,837.863695829884,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-06-13,04:20:00,ACC01001385,ACC01001386,3966.34,Debit Card,France,United States,EUR,USD,0,Single Transaction
2023-08-29,16:00:00,ACC01011095,ACC01011096,3129.4062349806854,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-09-18,00:00:00,ACC01015832,ACC01015834,3203.88,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-09-17,14:16:00,ACC01005069,ACC01005070,2351.2,Cross-border,France,United States,EUR,USD,0,Single Transaction
2023-08-06,07:54:00,ACC01006397,ACC01006398,2039.06,Debit Card,Spain,Australia,EUR,AUD,0,Single Transaction
2023-08-29,05:00:00,ACC01010199,ACC01010200,7012.5740388101485,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-03-28,00:00:00,ACC01014140,ACC01014143,5873.99,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-03,00:00:00,ACC01013402,ACC01013405,4005.78,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-01-01,12:00:00,ACC01011573,ACC01011574,10223.762720535966,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-01-01,03:00:00,ACC01009815,ACC01009816,1597.9877024550797,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-03-02,09:00:00,ACC01009931,ACC01009932,6193.163274749865,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-09-28,09:00:00,ACC01011369,ACC01011370,1577.257108138807,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-03-20,15:01:00,ACC01008003,ACC01008004,2906.29,ACH,Japan,Italy,JPY,EUR,0,Single Transaction
2023-03-02,21:00:00,ACC01010381,ACC01010382,3695.1323131552294,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-03-06,00:00:00,ACC01013303,ACC01013309,4018.83,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-07-30,00:00:00,ACC01014725,ACC01014727,539.21,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-09-28,12:00:00,ACC01011115,ACC01011116,3946.517862281145,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-09-09,00:00:00,ACC01011944,ACC01011951,5326.23,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-08-15,00:00:00,ACC01011674,ACC01011676,7034.68,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-04,03:00:00,ACC01000013,ACC01000017,3283.18,Debit Card,France,Turkey,EUR,TRY,1,Fan-Out
2023-04-10,21:25:00,ACC01009359,ACC01009360,4269.25,Cash,Spain,Japan,EUR,JPY,0,Single Transaction
2023-07-24,21:34:00,ACC01005387,ACC01005388,2825.33,Debit Card,Italy,Netherlands,EUR,EUR,0,Single Transaction
2023-01-01,17:00:00,ACC01011383,ACC01011384,9187.384261485657,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-05-31,15:00:00,ACC01011123,ACC01011124,5995.550599884321,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-01-21,00:00:00,ACC01012970,ACC01012971,5167.58,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-01,01:00:00,ACC01011491,ACC01011492,2351.9398535776054,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-01-31,03:00:00,ACC01009911,ACC01009912,5205.801068154127,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-06-30,00:00:00,ACC01012925,ACC01012933,8677.88,Cash,France,France,EUR,EUR,0,Normal Group
2023-05-19,00:00:00,ACC01012052,ACC01012054,9749.52,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-03-02,03:00:00,ACC01010837,ACC01010838,9586.60667616789,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-04-01,16:00:00,ACC01010413,ACC01010414,932.2760995574357,ACH,Germany,Germany,EUR,EUR,0,Periodical
